name_last,name_first,key_fangraphs,key_mlbam,mlb_played_first,hand,Name,mlb_played_last
Rodriguez,Paco,13398,572089,2012,L,Paco Rodriguez,2015
Rodriguez,Richard,13549,593144,2017,R,Richard Rodriguez,2021
Rodriguez,Wandy,2586,434643,2005,L,Wandy Rodriguez,2015
Roe,Chaz,9866,475054,2013,R,Chaz Roe,2021
Roenicke,Josh,3241,502158,2008,R,Josh Roenicke,2013
Rogers,Esmil,6317,469134,2009,R,Esmil Rogers,2015
Rogers,Kenny,1277,121386,1989,L,Kenny Rogers,2008
Rogers,Taylor,13449,573124,2016,L,Taylor Rogers,2021
Rogers,Tyler,15541,643511,2019,R,Tyler Rogers,2021
Romano,Sal,13690,607219,2017,R,Sal Romano,2021
Romero,Enny,4001,544836,2013,L,Enny Romero,2018
Romero,Fernando,15885,622864,2018,R,Fernando Romero,2019
Romero,J. c.,754,240694,1999,L,J. c. Romero,2012
Romero,Ricky,3403,460069,2009,L,Ricky Romero,2013
Romo,Sergio,9817,489265,2008,R,Sergio Romo,2021
Rondon,Bruce,5766,541652,2013,R,Bruce Rondon,2018
Rondon,Hector,2391,444468,2013,R,Hector Rondon,2020
Rosales,Leo,5618,449820,2008,R,Leo Rosales,2010
Rosario,Randy,14508,600968,2017,L,Randy Rosario,2020
Rosenberg,B. j.,7183,543725,2012,R,B. j. Rosenberg,2014
Rosenthal,Trevor,10745,572096,2012,R,Trevor Rosenthal,2020
Ross,Joe,12972,605452,2015,R,Joe Ross,2021
Ross,Robbie,6819,543726,2012,L,Robbie Ross,2017
Ross,Tyson,7872,475115,2010,R,Tyson Ross,2019
Rosscup,Zac,9419,573127,2013,L,Zac Rosscup,2019
Rowland-smith,Ryan,3245,434884,2007,L,Ryan Rowland-smith,2014
Rucinski,Drew,12499,607968,2014,R,Drew Rucinski,2018
Ruiz,Jose,14552,614179,2017,R,Jose Ruiz,2021
Runzler,Dan,4080,502130,2009,L,Dan Runzler,2017
Rupe,Josh,7206,434666,2005,R,Josh Rupe,2011
Rusch,Glendon,707,121556,1997,L,Glendon Rusch,2009
Rusin,Chris,9895,543734,2012,L,Chris Rusin,2020
Russell,Adam,7334,452240,2008,R,Adam Russell,2011
Russell,James,4089,460701,2010,L,James Russell,2016
Ryan,B. j.,168,124805,1999,L,B. j. Ryan,2009
Ryan,Kyle,11753,594986,2014,L,Kyle Ryan,2021
Ryu,Hyun jin,14444,547943,2013,L,Hyun jin Ryu,2021
Rzepczynski,Marc,6612,519240,2009,L,Marc Rzepczynski,2018
Sabathia,Cc,404,282332,2001,L,Cc Sabathia,2019
Sadler,Casey,11209,594987,2014,R,Casey Sadler,2021
Saito,Takashi,6021,493416,2006,R,Takashi Saito,2012
Salas,Fernando,4971,477569,2010,R,Fernando Salas,2019
Salazar,Danny,5867,517593,2013,R,Danny Salazar,2019
Sale,Chris,10603,519242,2010,L,Chris Sale,2019
Samardzija,Jeff,3254,502188,2008,R,Jeff Samardzija,2020
Sampson,Adrian,13339,592716,2016,R,Adrian Sampson,2019
Sampson,Chris,2651,448200,2006,R,Chris Sampson,2010
Sampson,Keyvius,10039,572102,2015,R,Keyvius Sampson,2016
Sanabia,Alex,5350,502253,2010,R,Alex Sanabia,2013
Sanches,Brian,2739,430083,2006,R,Brian Sanches,2012
Sanchez,Aaron,11490,592717,2014,R,Aaron Sanchez,2021
Sanchez,Anibal,3284,434671,2006,R,Anibal Sanchez,2020
Sanchez,Duaner,1518,400093,2002,R,Duaner Sanchez,2009
Sanchez,Eduardo,2966,500674,2011,R,Eduardo Sanchez,2013
Sanchez,Jonathan,7507,456043,2006,L,Jonathan Sanchez,2013
Sandoval,Patrick,19447,663776,2019,L,Patrick Sandoval,2021
Santana,Edgar,17355,650828,2017,R,Edgar Santana,2021
Santana,Ervin,3200,429722,2005,R,Ervin Santana,2021
Santana,Johan,755,276371,2000,L,Johan Santana,2012
Santiago,Hector,4026,502327,2011,L,Hector Santiago,2019
Santos,Sergio,4734,435045,2010,R,Sergio Santos,2015
Sarfate,Dennis,2174,430610,2006,R,Dennis Sarfate,2009
Saunders,Joe,4366,434578,2005,L,Joe Saunders,2014
Saupold,Warwick,13211,599683,2016,R,Warwick Saupold,2018
Savery,Joe,2835,456045,2011,L,Joe Savery,2014
Scahill,Rob,9286,543746,2012,R,Rob Scahill,2018
Scheppers,Tanner,10267,489294,2012,R,Tanner Scheppers,2017
Scherzer,Max,3137,453286,2008,R,Max Scherzer,2021
Schlereth,Daniel,8739,519259,2009,L,Daniel Schlereth,2012
Schlitter,Brian,3599,489295,2010,R,Brian Schlitter,2019
Schoeneweis,Scott,33,150011,1999,L,Scott Schoeneweis,2010
Schugel,A. j.,11432,519263,2015,R,A. j. Schugel,2017
Schultz,Bo,5028,544759,2014,R,Bo Schultz,2016
Scott,Robby,13042,582494,2016,L,Robby Scott,2019
Scott,Tanner,17586,656945,2017,L,Tanner Scott,2021
Scribner,Evan,7525,519267,2011,R,Evan Scribner,2017
Seay,Bobby,1225,150144,2001,L,Bobby Seay,2009
Seddon,Chris,3833,434629,2007,L,Chris Seddon,2012
Senzatela,Antonio,15488,622608,2017,R,Antonio Senzatela,2021
Severino,Luis,15890,622663,2015,R,Luis Severino,2019
Sewald,Paul,13892,623149,2017,R,Paul Sewald,2020
Shafer,Justin,16132,596101,2018,R,Justin Shafer,2020
Shaw,Bryan,8110,543766,2011,R,Bryan Shaw,2021
Sheets,Ben,710,282656,2001,R,Ben Sheets,2012
Sheffield,Justus,17285,656954,2018,L,Justus Sheffield,2021
Shell,Steven,3681,434579,2008,R,Steven Shell,2009
Sherrill,George,6291,430941,2004,L,George Sherrill,2012
Shields,James,7059,448306,2006,R,James Shields,2018
Shields,Scot,35,276912,2001,R,Scot Shields,2010
Shipley,Braden,15158,640463,2016,R,Braden Shipley,2018
Shoemaker,Matt,4776,533167,2013,R,Matt Shoemaker,2021
Shouse,Brian,630,122195,1993,L,Brian Shouse,2009
Shreve,Chasen,10855,592741,2014,L,Chasen Shreve,2020
Siegrist,Kevin,8180,543779,2013,L,Kevin Siegrist,2017
Silva,Carlos,973,400067,2002,R,Carlos Silva,2010
Simon,Alfredo,2155,430580,2008,R,Alfredo Simon,2016
Sims,Lucas,13470,608371,2017,R,Lucas Sims,2021
Sipp,Tony,8280,448609,2009,L,Tony Sipp,2019
Skaggs,Tyler,10190,572140,2012,L,Tyler Skaggs,2019
Skoglund,Eric,16155,607215,2017,L,Eric Skoglund,2019
Slaten,Doug,3107,460657,2006,L,Doug Slaten,2012
Slegers,Aaron,15231,642083,2017,R,Aaron Slegers,2021
Slowey,Kevin,9918,458713,2007,R,Kevin Slowey,2014
Smeltzer,Devin,19487,656970,2019,L,Devin Smeltzer,2021
Smith,Burch,12784,572143,2013,R,Burch Smith,2021
Smith,Caleb,14875,592761,2017,L,Caleb Smith,2021
Smith,Carson,13172,605476,2014,R,Carson Smith,2018
Smith,Chris,4544,434672,2008,R,Chris Smith,2017
Smith,Greg,3455,460105,2008,L,Greg Smith,2010
Smith,Joe,3281,501925,2007,R,Joe Smith,2021
Smith,Jordan,9515,502136,2010,R,Jordan Smith,2011
Smith,Josh,10946,595001,2015,R,Josh Smith,2020
Smith,Will,8048,519293,2012,L,Will Smith,2021
Smoker,Josh,10285,519294,2016,L,Josh Smoker,2018
Smoltz,John,115,122477,1988,R,John Smoltz,2009
Smyly,Drew,11760,592767,2012,L,Drew Smyly,2021
Snell,Blake,13543,605483,2016,L,Blake Snell,2021
Snell,Ian,2227,430636,2004,R,Ian Snell,2010
Socolovich,Miguel,6697,462515,2012,R,Miguel Socolovich,2018
Solis,Sammy,11457,519301,2015,L,Sammy Solis,2018
Sonnanstine,Andy,7667,458567,2007,R,Andy Sonnanstine,2011
Soria,Joakim,6941,465657,2007,R,Joakim Soria,2021
Soriano,Rafael,1100,400089,2002,R,Rafael Soriano,2015
Soroka,Mike,18383,647336,2018,R,Mike Soroka,2020
Sosa,Henry,6936,464400,2011,R,Henry Sosa,2011
Sosa,Jorge,1228,407901,2002,R,Jorge Sosa,2010
Soto,Gregory,19677,642397,2019,L,Gregory Soto,2021
Sowers,Jeremy,9083,460265,2006,L,Jeremy Sowers,2009
Sparkman,Glenn,15200,642098,2017,R,Glenn Sparkman,2020
Speier,Justin,451,133221,1998,R,Justin Speier,2009
Speier,Ryan,3808,434627,2005,R,Ryan Speier,2009
Springer,Russ,1652,122620,1992,R,Russ Springer,2010
Springs,Jeffrey,17677,605488,2018,L,Jeffrey Springs,2021
Stammen,Craig,7274,489334,2009,R,Craig Stammen,2021
Stanek,Ryne,15947,592773,2017,R,Ryne Stanek,2021
Stashak,Cody,18088,664054,2019,R,Cody Stashak,2021
Stauffer,Tim,6432,431162,2005,R,Tim Stauffer,2015
Staumont,Josh,18335,622251,2019,R,Josh Staumont,2021
Steckenrider,Drew,18806,608716,2017,R,Drew Steckenrider,2021
Stephens,Jackson,14420,623451,2017,R,Jackson Stephens,2018
Stephenson,Robert,13594,596112,2016,R,Robert Stephenson,2021
Stetter,Mitch,5579,449777,2007,L,Mitch Stetter,2011
Stewart,Brock,16727,592779,2016,R,Brock Stewart,2019
Stewart,Kohl,15502,640464,2018,R,Kohl Stewart,2019
Stewart,Zach,7397,543819,2011,R,Zach Stewart,2012
Stinson,Josh,3219,502139,2011,R,Josh Stinson,2014
Stock,Robert,6576,476594,2018,R,Robert Stock,2020
Stokes,Brian,8653,425530,2006,R,Brian Stokes,2010
Storen,Drew,6983,519322,2010,R,Drew Storen,2017
Strahm,Matt,13799,621381,2016,L,Matt Strahm,2020
Straily,Dan,9460,573185,2012,R,Dan Straily,2019
Strasburg,Stephen,10131,544931,2010,R,Stephen Strasburg,2021
Stratton,Chris,13761,608717,2016,R,Chris Stratton,2021
Street,Huston,8258,434718,2005,R,Huston Street,2017
Strickland,Hunter,7836,519326,2014,R,Hunter Strickland,2021
Stripling,Ross,13273,548389,2016,R,Ross Stripling,2021
Stroman,Marcus,13431,573186,2014,R,Marcus Stroman,2021
Strop,Pedro,4070,467008,2009,R,Pedro Strop,2021
Stults,Eric,8011,445590,2006,L,Eric Stults,2015
Stumpf,Daniel,13780,621385,2016,L,Daniel Stumpf,2019
Stutes,Michael,6550,452741,2011,R,Michael Stutes,2013
Suarez,Albert,6175,544150,2016,R,Albert Suarez,2017
Suarez,Andrew,18300,605498,2018,L,Andrew Suarez,2020
Suarez,Jose,19911,660761,2019,L,Jose Suarez,2020
Suarez,Ranger,17277,624133,2018,L,Ranger Suarez,2020
Suero,Wander,15855,593833,2018,R,Wander Suero,2021
Suppan,Jeff,633,122987,1995,R,Jeff Suppan,2012
Surkamp,Eric,2540,474668,2011,L,Eric Surkamp,2016
Suter,Brent,13942,608718,2016,L,Brent Suter,2021
Swanson,Erik,16587,657024,2019,R,Erik Swanson,2021
Swarzak,Anthony,7466,461872,2009,R,Anthony Swarzak,2021
Syndergaard,Noah,11762,592789,2015,R,Noah Syndergaard,2019
Taillon,Jameson,11674,592791,2016,R,Jameson Taillon,2021
Takahashi,Hisanori,10091,538227,2010,L,Hisanori Takahashi,2013
Talbot,Mitch,4961,452676,2008,R,Mitch Talbot,2011
Tallet,Brian,1646,425226,2002,L,Brian Tallet,2011
Tanaka,Masahiro,15764,547888,2014,R,Masahiro Tanaka,2020
Taschner,Jack,2766,435620,2005,L,Jack Taschner,2010
Tate,Dillon,17796,622253,2019,R,Dillon Tate,2021
Tateyama,Yoshinori,11651,599899,2011,R,Yoshinori Tateyama,2012
Tavarez,Julian,541,123118,1993,R,Julian Tavarez,2009
Taylor,Josh,17359,657031,2019,L,Josh Taylor,2021
Tazawa,Junichi,4079,547749,2009,R,Junichi Tazawa,2018
Teaford,Everett,3732,501870,2011,L,Everett Teaford,2015
Teheran,Julio,6797,527054,2011,R,Julio Teheran,2021
Tejeda,Rob,2575,434565,2005,R,Rob Tejeda,2011
Tepera,Ryan,10291,572193,2015,R,Ryan Tepera,2021
Tepesch,Nick,11716,519344,2013,R,Nick Tepesch,2017
Texeira,Kanekoa,334,444427,2010,R,Kanekoa Texeira,2011
Thatcher,Joe,4620,491159,2007,L,Joe Thatcher,2015
Thayer,Dale,5032,445612,2009,R,Dale Thayer,2015
Thielbar,Caleb,10078,573204,2013,L,Caleb Thielbar,2021
Thomas,Brad,757,346801,2001,L,Brad Thomas,2011
Thompson,Brad,4911,433581,2005,R,Brad Thompson,2010
Thompson,Jake,14371,622097,2016,R,Jake Thompson,2018
Thompson,Rich,6422,460366,2007,R,Rich Thompson,2012
Thornburg,Tyler,10688,592804,2012,R,Tyler Thornburg,2020
Thornton,Matt,1918,407819,2004,L,Matt Thornton,2016
Thornton,Trent,17948,663423,2019,R,Trent Thornton,2021
Thorpe,Lewis,15906,626929,2019,L,Lewis Thorpe,2021
Tillman,Chris,5279,501957,2009,R,Chris Tillman,2018
Tolleson,Shawn,10481,474521,2012,R,Shawn Tolleson,2016
Tomko,Brett,1056,123387,1997,R,Brett Tomko,2011
Tomlin,Josh,9388,458708,2010,R,Josh Tomlin,2021
Tonkin,Michael,10315,543859,2013,R,Michael Tonkin,2017
Torres,Alex,7038,456776,2011,L,Alex Torres,2015
Torres,Carlos,7624,448614,2009,R,Carlos Torres,2019
Torres,Jose,14957,600526,2016,L,Jose Torres,2017
Torres,Salomon,1628,123415,1993,R,Salomon Torres,2008
Toussaint,Touki,16929,657053,2018,R,Touki Toussaint,2020
Treinen,Blake,12572,595014,2014,R,Blake Treinen,2021
Triggs,Andrew,13533,592811,2016,R,Andrew Triggs,2020
Trivino,Lou,15043,642152,2018,R,Lou Trivino,2021
Troncoso,Ramon,4685,470462,2008,R,Ramon Troncoso,2013
Tropeano,Nick,12385,607374,2014,R,Nick Tropeano,2020
Tuivailala,Sam,13485,592815,2014,R,Sam Tuivailala,2019
Turnbull,Spencer,16207,605513,2018,R,Spencer Turnbull,2021
Turner,Jacob,10185,545363,2011,R,Jacob Turner,2018
Uehara,Koji,9227,493157,2009,R,Koji Uehara,2017
Underwood,Duane,14677,621249,2018,R,Duane Underwood,2021
Urena,Jose,11589,570632,2015,R,Jose Urena,2021
Urias,Julio,14765,628711,2016,L,Julio Urias,2021
Urquidy,Jose,18413,664353,2019,R,Jose Urquidy,2021
Valdés,Raúl,1953,447744,2010,L,Raúl Valdés,2014
Valdez,Cesar,9013,491624,2010,R,Cesar Valdez,2021
Valdez,Framber,17295,664285,2018,L,Framber Valdez,2020
Valdez,Jose,14470,572308,2015,R,Jose Valdez,2018
Valdez,Merkin,7019,429723,2004,R,Merkin Valdez,2011
Valdez,Phillips,15605,570488,2019,R,Phillips Valdez,2021
Valverde,Jose,1726,407878,2003,R,Jose Valverde,2014
Van den hurk,Rick,5099,462995,2007,R,Rick Van den hurk,2012
Vargas,Claudio,1695,282567,2003,R,Claudio Vargas,2010
Vargas,Jason,8044,450306,2005,L,Jason Vargas,2019
Varvaro,Anthony,2385,460008,2010,R,Anthony Varvaro,2015
Vasquez,Esmerling,5280,458220,2009,R,Esmerling Vasquez,2012
Vazquez,Felipe,12076,553878,2015,L,Felipe Vazquez,2019
Vazquez,Javier,801,134320,1998,R,Javier Vazquez,2011
Veal,Donnie,4741,453264,2009,L,Donnie Veal,2015
Velasquez,Vince,11189,592826,2015,R,Vince Velasquez,2021
Velazquez,Hector,19341,584171,2017,R,Hector Velazquez,2019
Venditte,Pat,7108,519381,2015,R,Pat Venditte,2020
Venters,Jonny,7175,458924,2010,L,Jonny Venters,2019
Ventura,Yordano,11855,570649,2013,R,Yordano Ventura,2016
Veras,Jose,2063,407842,2006,R,Jose Veras,2014
Verhagen,Drew,13424,572403,2014,R,Drew Verhagen,2019
Verlander,Justin,8700,434378,2005,R,Justin Verlander,2020
Verrett,Logan,12905,548337,2015,R,Logan Verrett,2017
Villanueva,Carlos,4138,453646,2006,R,Carlos Villanueva,2016
Villarreal,Brayan,5180,500903,2011,R,Brayan Villarreal,2013
Villarreal,Pedro,9904,543881,2012,R,Pedro Villarreal,2015
Villone,Ron,1010,123725,1995,L,Ron Villone,2009
Vincent,Nick,7555,543883,2012,R,Nick Vincent,2020
Vizcaino,Arodys,5498,527055,2011,R,Arodys Vizcaino,2019
Vizcaino,Luis,714,150430,1999,R,Luis Vizcaino,2009
Vogelsong,Ryan,1011,285064,2000,R,Ryan Vogelsong,2016
Volquez,Edinson,3990,450172,2005,R,Edinson Volquez,2020
Volstad,Chris,9901,458690,2008,R,Chris Volstad,2018
Voth,Austin,15047,608723,2018,R,Austin Voth,2021
Wacha,Michael,14078,608379,2013,R,Michael Wacha,2021
Wada,Tsuyoshi,13046,493159,2014,L,Tsuyoshi Wada,2015
Wade,Cory,7570,460677,2008,R,Cory Wade,2012
Waechter,Doug,1814,425531,2003,R,Doug Waechter,2009
Wagner,Billy,578,123790,1995,L,Billy Wagner,2010
Wagner,Neil,8162,474599,2011,R,Neil Wagner,2014
Waguespack,Jacob,18318,621097,2019,R,Jacob Waguespack,2020
Wainwright,Adam,2233,425794,2005,R,Adam Wainwright,2021
Wakefield,Tim,219,123801,1992,R,Tim Wakefield,2011
Walden,Jordan,3271,477229,2010,R,Jordan Walden,2015
Walden,Marcus,8004,519393,2018,R,Marcus Walden,2020
Walker,Jamie,502,123828,1997,L,Jamie Walker,2009
Walker,Taijuan,11836,592836,2013,R,Taijuan Walker,2021
Walker,Tyler,901,400104,2002,R,Tyler Walker,2010
Walters,P. j.,9557,502208,2009,R,P. j. Walters,2013
Wang,Chien-ming,2074,425426,2005,R,Chien-ming Wang,2016
Warren,Adam,9029,476589,2012,R,Adam Warren,2019
Washburn,Jarrod,40,132220,1998,L,Jarrod Washburn,2009
Waters,Chris,7015,425561,2008,L,Chris Waters,2009
Watson,Tony,3132,453265,2011,L,Tony Watson,2021
Weathers,David,902,124000,1991,R,David Weathers,2009
Weaver,Jeff,503,213711,1999,R,Jeff Weaver,2010
Weaver,Jered,4235,450308,2006,R,Jered Weaver,2017
Weaver,Luke,16918,596133,2016,R,Luke Weaver,2021
Webb,Brandon,1692,425630,2003,R,Brandon Webb,2009
Webb,Daniel,10558,543900,2013,R,Daniel Webb,2016
Webb,Jacob,19274,657097,2019,R,Jacob Webb,2021
Webb,Logan,17995,657277,2019,R,Logan Webb,2021
Webb,Ryan,7474,444436,2009,R,Ryan Webb,2016
Webb,Tyler,14974,643778,2017,L,Tyler Webb,2021
Weber,Ryan,10160,543901,2015,R,Ryan Weber,2020
Webster,Allen,3993,543903,2013,R,Allen Webster,2019
Wellemeyer,Todd,1709,425487,2003,R,Todd Wellemeyer,2010
Wells,Kip,1012,150337,1999,R,Kip Wells,2012
Wells,Randy,4535,448694,2008,R,Randy Wells,2012
Wendelken,J. b.,14506,605525,2016,R,J. b. Wendelken,2021
West,Sean,4393,476811,2009,L,Sean West,2010
Westbrook,Jake,412,150414,2000,R,Jake Westbrook,2013
Wheeler,Dan,120,235095,1999,R,Dan Wheeler,2012
Wheeler,Zack,10310,554430,2013,R,Zack Wheeler,2021
White,Alex,10054,502229,2011,R,Alex White,2012
White,Sean,5564,457461,2007,R,Sean White,2010
Whitley,Chase,10982,595032,2014,R,Chase Whitley,2018
Wick,Rowan,14646,592858,2018,R,Rowan Wick,2020
Wieland,Joe,6109,543921,2012,R,Joe Wieland,2016
Wilhelmsen,Tom,9975,452666,2011,R,Tom Wilhelmsen,2017
Williams,Devin,15816,642207,2019,R,Devin Williams,2021
Williams,Jerome,1137,425532,2003,R,Jerome Williams,2016
Williams,Randy,2362,430942,2004,L,Randy Williams,2011
Williams,Taylor,14899,592865,2017,R,Taylor Williams,2021
Williams,Trevor,16977,592866,2016,R,Trevor Williams,2021
Willis,Dontrelle,1703,425883,2003,L,Dontrelle Willis,2011
Wilson,Alex,9239,543935,2013,R,Alex Wilson,2019
Wilson,Brian,6485,451216,2006,R,Brian Wilson,2014
Wilson,Bryse,19990,669060,2018,R,Bryse Wilson,2021
Wilson,C. j.,3580,450351,2005,L,C. j. Wilson,2015
Wilson,Justin,4301,458677,2012,L,Justin Wilson,2021
Wilson,Tyler,12691,592869,2015,R,Tyler Wilson,2017
Wingenter,Trey,17793,622259,2018,R,Trey Wingenter,2019
Winkler,Dan,12237,595465,2015,R,Dan Winkler,2021
Wisler,Matt,12804,605538,2015,R,Matt Wisler,2021
Withrow,Chris,7161,519437,2013,R,Chris Withrow,2016
Wittgren,Nick,15594,621295,2016,R,Nick Wittgren,2021
Wojciechowski,Asher,10836,592879,2015,R,Asher Wojciechowski,2020
Wolf,Randy,976,150116,1999,L,Randy Wolf,2015
Wolf,Ross,4534,448693,2007,R,Ross Wolf,2013
Wood,Alex,13781,622072,2013,L,Alex Wood,2021
Wood,Blake,1345,502028,2010,R,Blake Wood,2018
Wood,Hunter,15091,621056,2017,R,Hunter Wood,2019
Wood,Kerry,304,134268,1998,R,Kerry Wood,2012
Wood,Tim,3775,445971,2009,R,Tim Wood,2011
Wood,Travis,9884,475243,2010,L,Travis Wood,2017
Woodruff,Brandon,16162,605540,2017,R,Brandon Woodruff,2021
Wooten,Rob,8532,543942,2013,R,Rob Wooten,2015
Workman,Brandon,11428,519443,2013,R,Brandon Workman,2021
Worley,Vance,6435,474699,2010,R,Vance Worley,2017
Wright,Daniel,15179,642229,2016,R,Daniel Wright,2017
Wright,Jamey,715,124604,1996,R,Jamey Wright,2014
Wright,Kyle,19665,657140,2018,R,Kyle Wright,2021
Wright,Mike,12586,605541,2015,R,Mike Wright,2019
Wright,Steven,8185,453214,2013,R,Steven Wright,2019
Wright,Wesley,5960,449079,2008,L,Wesley Wright,2015
Wuertz,Michael,1856,430900,2004,R,Michael Wuertz,2011
Yabu,Keiichi,8624,435158,2005,R,Keiichi Yabu,2008
Yabuta,Yasuhiko,3277,493161,2008,R,Yasuhiko Yabuta,2009
Yacabonis,Jimmy,15157,642231,2017,R,Jimmy Yacabonis,2020
Yamamoto,Jordan,17585,657141,2019,R,Jordan Yamamoto,2021
Yarbrough,Ryan,16502,642232,2018,L,Ryan Yarbrough,2021
Yates,Kirby,9073,489446,2014,R,Kirby Yates,2020
Yates,Tyler,1527,407884,2004,R,Tyler Yates,2009
Ynoa,Gabriel,12938,593679,2016,R,Gabriel Ynoa,2019
Ynoa,Huascar,20468,660623,2019,R,Huascar Ynoa,2021
Ynoa,Michael,14093,573589,2016,R,Michael Ynoa,2017
Young,Alex,18333,622065,2019,L,Alex Young,2021
Young,Chris,3196,432934,2004,R,Chris Young,2017
Zagurski,Mike,9683,489448,2007,L,Mike Zagurski,2018
Zambrano,Carlos,305,407296,2001,R,Carlos Zambrano,2012
Zavada,Clay,8577,501826,2009,L,Clay Zavada,2009
Ziegler,Brad,7293,446899,2008,R,Brad Ziegler,2018
Zimmer,Kyle,14169,622092,2019,R,Kyle Zimmer,2021
Zimmermann,Jordan,4505,519455,2009,R,Jordan Zimmermann,2021
Zito,Barry,944,217096,2000,L,Barry Zito,2015
Zumaya,Joel,4699,451491,2006,R,Joel Zumaya,2010
Zych,Tony,12876,543964,2015,R,Tony Zych,2017
